film,year_film,Total oscars nominations,Total oscars won,Oscars main categories nominations,Oscars main categories won,Oscars best picture,G.G. nominations,G.G. won,G.G. main categories nominations,G.G. main categories won,G.G. best motion picture
Margin Call,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Dimanche/Sunday,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Time Freak,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Tsunami and the Cherry Blossom,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Young Adult,2011,,,,,,1.0,0.0,1.0,0.0,0.0
Tinker Tailor Soldier Spy,2011,3.0,0.0,1.0,0.0,0.0,,,,,
J. Edgar,2011,,,,,,1.0,0.0,1.0,0.0,0.0
Cars 2,2011,,,,,,1.0,0.0,0.0,0.0,0.0
Moneyball,2011,6.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
"Crazy, Stupid, Love.",2011,,,,,,1.0,0.0,1.0,0.0,0.0
We Need To Talk About Kevin,2011,,,,,,1.0,0.0,1.0,0.0,0.0
The Muppets,2011,1.0,1.0,0.0,0.0,0.0,,,,,
Monsieur Lazhar,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Shore,2011,1.0,1.0,0.0,0.0,0.0,,,,,
A Cat in Paris,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Gnomeo & Juliet,2011,,,,,,1.0,0.0,0.0,0.0,0.0
Carnage,2011,,,,,,1.0,0.0,1.0,0.0,0.0
"China, Zhang Yimou",2011,,,,,,1.0,0.0,0.0,0.0,0.0
Midnight in Paris,2011,4.0,1.0,2.0,0.0,0.0,,,,,
A Better Life,2011,1.0,0.0,1.0,0.0,0.0,,,,,
Drive,2011,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"United States, Angelina Jolie",2011,,,,,,1.0,0.0,0.0,0.0,0.0
Beginners,2011,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
The Tree of Life,2011,3.0,0.0,2.0,0.0,0.0,,,,,
Bridesmaids,2011,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
"Belgium, Jean-Pierre Dardenne, Luc Dardenne",2011,,,,,,1.0,0.0,0.0,0.0,0.0
Shame,2011,,,,,,1.0,0.0,1.0,0.0,0.0
The Adventures of Tintin,2011,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Pina,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Rio,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Artist,2011,10.0,5.0,4.0,3.0,1.0,6.0,3.0,4.0,2.0,1.0
Rise of the Planet of the Apes,2011,1.0,0.0,0.0,0.0,0.0,,,,,
A Dangerous Method,2011,,,,,,1.0,0.0,1.0,0.0,0.0
50/50,2011,,,,,,2.0,0.0,2.0,0.0,0.0
W.E.,2011,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
In Darkness,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Anonymous,2011,1.0,0.0,0.0,0.0,0.0,,,,,
War Horse,2011,5.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
The Descendants,2011,5.0,1.0,3.0,0.0,0.0,5.0,2.0,4.0,2.0,1.0
Transformers: Dark of the Moon,2011,2.0,0.0,0.0,0.0,0.0,,,,,
If a Tree Falls: A Story of the Earth Liberation Front,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Puss in Boots,2011,1.0,0.0,0.0,0.0,0.0,,,,,
"Spain, Pedro Almodóvar",2011,,,,,,1.0,0.0,0.0,0.0,0.0
Real Steel,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Saving Face,2011,1.0,1.0,0.0,0.0,0.0,,,,,
Puss In Boots,2011,,,,,,1.0,0.0,0.0,0.0,0.0
Albert Nobbs,2011,3.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Warrior,2011,1.0,0.0,1.0,0.0,0.0,,,,,
Raju,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Rango,2011,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chico & Rita,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Incident in New Baghdad,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Footnote,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Pentecost,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Tuba Atlantic,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Iron Lady,2011,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Harry Potter and the Deathly Hallows Part 2,2011,3.0,0.0,0.0,0.0,0.0,,,,,
A Morning Stroll,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Jane Eyre,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Arthur Christmas,2011,,,,,,1.0,0.0,0.0,0.0,0.0
The Ides of March,2011,1.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Wild Life,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Machine Gun Preacher,2011,,,,,,1.0,0.0,0.0,0.0,0.0
The Help,2011,3.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0
Extremely Loud & Incredibly Close,2011,2.0,0.0,2.0,0.0,0.0,,,,,
A Separation,2011,2.0,1.0,0.0,0.0,0.0,,,,,
Bullhead,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Undefeated,2011,1.0,1.0,0.0,0.0,0.0,,,,,
God Is the Bigger Elvis,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Girl with the Dragon Tattoo,2011,4.0,1.0,1.0,0.0,0.0,,,,,
Midnight In Paris,2011,,,,,,4.0,1.0,3.0,0.0,0.0
The Guard,2011,,,,,,1.0,0.0,1.0,0.0,0.0
The Fantastic Flying Books of Mr. Morris Lessmore,2011,1.0,1.0,0.0,0.0,0.0,,,,,
Paradise Lost 3: Purgatory,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Girl With The Dragon Tattoo,2011,,,,,,2.0,0.0,1.0,0.0,0.0
My Week With Marilyn,2011,,,,,,3.0,1.0,3.0,1.0,0.0
Hell and Back Again,2011,1.0,0.0,0.0,0.0,0.0,,,,,
Hugo,2011,10.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,1.0,0.0
The Barber of Birmingham: Foot Soldier of the Civil Rights Movement,2011,1.0,0.0,0.0,0.0,0.0,,,,,
The Paperboy,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Stand Up Guys,2012,,,,,,1.0,0.0,0.0,0.0,0.0
Amour,2012,5.0,1.0,3.0,0.0,0.0,,,,,
Rust and Bone,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Zero Dark Thirty 	,2012,,,,,,4.0,1.0,3.0,1.0,0.0
Rise of the Guardians,2012,,,,,,1.0,0.0,0.0,0.0,0.0
Salmon Fishing in the Yemen,2012,,,,,,3.0,0.0,3.0,0.0,0.0
"France, Olivier Nakache, Éric Toledano",2012,,,,,,1.0,0.0,0.0,0.0,0.0
Hope Springs,2012,,,,,,1.0,0.0,1.0,0.0,0.0
"Denmark, Nikolaj Arcel",2012,,,,,,1.0,0.0,0.0,0.0,0.0
A Royal Affair,2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Hunger Games,2012,,,,,,1.0,0.0,0.0,0.0,0.0
Asad,2012,1.0,0.0,0.0,0.0,0.0,,,,,
"Norway, United Kingdom, Denmark, Joachim Rønning, Espen Sandberg",2012,,,,,,1.0,0.0,0.0,0.0,0.0
The Deep Blue Sea,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Argo,2012,6.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,2.0,1.0
Anna Karenina,2012,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
5 Broken Cameras,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Beasts of the Southern Wild,2012,4.0,0.0,3.0,0.0,0.0,,,,,
Adam and Dog,2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Best Exotic Marigold Hotel,2012,,,,,,2.0,0.0,2.0,0.0,0.0
Hyde Park on Hudson,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Cloud Atlas,2012,,,,,,1.0,0.0,0.0,0.0,0.0
Hotel Transylvania,2012,,,,,,1.0,0.0,0.0,0.0,0.0
Quartet,2012,,,,,,1.0,0.0,1.0,0.0,0.0
"France, Jacques Audiard",2012,,,,,,1.0,0.0,0.0,0.0,0.0
Les Misérables,2012,8.0,3.0,3.0,1.0,0.0,4.0,3.0,3.0,3.0,1.0
Snow White and the Huntsman,2012,2.0,0.0,0.0,0.0,0.0,,,,,
No,2012,1.0,0.0,0.0,0.0,0.0,,,,,
"Austria, Michael Haneke",2012,,,,,,1.0,1.0,0.0,0.0,0.0
Curfew,2012,1.0,1.0,0.0,0.0,0.0,,,,,
Wreck-It Ralph,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Open Heart,2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Gatekeepers,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Flight,2012,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Arbitrage,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Frankenweenie,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Fresh Guacamole,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Paperman,2012,1.0,1.0,0.0,0.0,0.0,,,,,
Act of Valor,2012,,,,,,1.0,0.0,0.0,0.0,0.0
ParaNorman,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Buzkashi Boys,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Ted,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Inocente,2012,1.0,1.0,0.0,0.0,0.0,,,,,
War Witch,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Head over Heels,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Skyfall,2012,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Zero Dark Thirty,2012,5.0,1.0,2.0,0.0,0.0,,,,,
Prometheus,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Chasing Ice,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Henry,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Silver Linings Playbook,2012,8.0,1.0,6.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0
Redemption,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Hitchcock,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Searching for Sugar Man,2012,1.0,1.0,0.0,0.0,0.0,,,,,
The Hobbit: An Unexpected Journey,2012,3.0,0.0,0.0,0.0,0.0,,,,,
The Impossible,2012,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
How to Survive a Plague,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Moonrise Kingdom,2012,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
The Pirates! Band of Misfits,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Mondays at Racine,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Kings Point,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Marvel's The Avengers,2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Master,2012,3.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Death of a Shadow (Dood van een Schaduw),2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Sessions,2012,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Lincoln,2012,12.0,2.0,5.0,1.0,0.0,7.0,1.0,5.0,1.0,0.0
Life of Pi,2012,10.0,4.0,2.0,1.0,0.0,3.0,1.0,2.0,0.0,0.0
Bernie,2012,,,,,,1.0,0.0,1.0,0.0,0.0
Django Unchained,2012,5.0,2.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0
Brave,2012,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Kon-Tiki,2012,1.0,0.0,0.0,0.0,0.0,,,,,
The Invisible War,2012,1.0,0.0,0.0,0.0,0.0,,,,,
Mirror Mirror,2012,1.0,0.0,0.0,0.0,0.0,,,,,
"Maggie Simpson in ""The Longest Daycare""",2012,1.0,0.0,0.0,0.0,0.0,,,,,
Dallas Buyers Club,2013,6.0,3.0,3.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0
Before Midnight,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Rush,2013,,,,,,2.0,0.0,2.0,0.0,0.0
Gravity,2013,9.0,6.0,3.0,1.0,0.0,4.0,1.0,3.0,1.0,0.0
Frances Ha,2013,,,,,,1.0,0.0,1.0,0.0,0.0
Star Trek Into Darkness,2013,1.0,0.0,0.0,0.0,0.0,,,,,
American Hustle,2013,10.0,0.0,6.0,0.0,0.0,7.0,3.0,6.0,3.0,1.0
The Missing Picture,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Helium,2013,1.0,1.0,0.0,0.0,0.0,,,,,
Alone Yet Not Alone,2013,1.0,0.0,0.0,0.0,0.0,,,,,
"Iran, Asghar Farhadi ",2013,,,,,,1.0,0.0,0.0,0.0,0.0
Despicable Me 2,2013,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
CaveDigger,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Her,2013,5.0,1.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0
All Is Lost,2013,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0
Saving Mr. Banks,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
"Italy, Paolo Sorrentino",2013,,,,,,1.0,1.0,0.0,0.0,0.0
The Act of Killing,2013,1.0,0.0,0.0,0.0,0.0,,,,,
One Chance,2013,,,,,,1.0,0.0,0.0,0.0,0.0
The Book Thief,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Avant Que De Tout Perdre (Just before Losing Everything),2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Hunt,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Hobbit: The Desolation of Smaug,2013,2.0,0.0,0.0,0.0,0.0,,,,,
The Wind Rises,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Invisible Woman,2013,1.0,0.0,0.0,0.0,0.0,,,,,
August: Osage County,2013,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Cutie and the Boxer,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Wolf of Wall Street,2013,5.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
Facing Fear,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Great Gatsby,2013,2.0,2.0,0.0,0.0,0.0,,,,,
Labor Day,2013,,,,,,1.0,0.0,1.0,0.0,0.0
Ernest & Celestine,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Grandmaster,2013,2.0,0.0,0.0,0.0,0.0,,,,,
Feral,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Lady in Number 6: Music Saved My Life,2013,1.0,1.0,0.0,0.0,0.0,,,,,
The Croods,2013,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aquel No Era Yo (That Wasn't Me),2013,1.0,0.0,0.0,0.0,0.0,,,,,
"Japan, Hayao Miyazaki",2013,,,,,,1.0,0.0,0.0,0.0,0.0
Frozen,2013,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
The Lone Ranger,2013,2.0,0.0,0.0,0.0,0.0,,,,,
The Square,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Voorman Problem,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Broken Circle Breakdown,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Get a Horse!,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Great Beauty,2013,1.0,1.0,0.0,0.0,0.0,,,,,
Dirty Wars,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Mr. Hublot,2013,1.0,1.0,0.0,0.0,0.0,,,,,
Jackass Presents: Bad Grandpa,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Omar,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Prisoners,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Iron Man 3,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Enough Said,2013,,,,,,1.0,0.0,1.0,0.0,0.0
Pitääkö Mun Kaikki Hoitaa? (Do I Have to Take Care of Everything?),2013,1.0,0.0,0.0,0.0,0.0,,,,,
"Denmark, Thomas Vinterberg",2013,,,,,,1.0,0.0,0.0,0.0,0.0
Nebraska,2013,6.0,0.0,4.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0
Inside Llewyn Davis,2013,2.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
20 Feet from Stardom,2013,1.0,1.0,0.0,0.0,0.0,,,,,
Possessions,2013,1.0,0.0,0.0,0.0,0.0,,,,,
The Hunger Games: Catching Fire,2013,,,,,,1.0,0.0,0.0,0.0,0.0
12 Years a Slave,2013,9.0,3.0,5.0,2.0,1.0,7.0,1.0,5.0,1.0,1.0
"France, Abdellatif Kechiche",2013,,,,,,1.0,0.0,0.0,0.0,0.0
Blue Jasmine,2013,3.0,1.0,2.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0
Mandela: Long Walk to Freedom,2013,1.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
Philomena,2013,4.0,0.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
Captain Phillips,2013,5.0,0.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0
Karama Has No Walls,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Room on the Broom,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Lone Survivor,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Prison Terminal: The Last Days of Private Jack Hall,2013,1.0,0.0,0.0,0.0,0.0,,,,,
Noah,2014,,,,,,1.0,0.0,0.0,0.0,0.0
Finding Vivian Maier,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Timbuktu,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Hundred-Foot Journey,2014,,,,,,1.0,0.0,1.0,0.0,0.0
Annie (2014),2014,,,,,,2.0,0.0,1.0,0.0,0.0
X-Men: Days of Future Past,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Interstellar,2014,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Lego Movie,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Boogaloo and Graham,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Butter Lamp (La Lampe Au Beurre De Yak),2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Boxtrolls,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Poland, Denmark, Pawel Pawlikowski",2014,,,,,,1.0,0.0,0.0,0.0,0.0
Maleficent,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Foxcatcher,2014,5.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
The Hunger Games: Mockingjay - Part 1,2014,,,,,,1.0,0.0,0.0,0.0,0.0
Aya,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Crisis Hotline: Veterans Press 1,2014,1.0,1.0,0.0,0.0,0.0,,,,,
Big Eyes,2014,,,,,,3.0,1.0,2.0,1.0,0.0
The Judge,2014,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Birdman,2014,,,,,,7.0,2.0,5.0,1.0,0.0
The Imitation Game,2014,8.0,1.0,4.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0
Begin Again,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Theory of Everything,2014,5.0,1.0,3.0,1.0,0.0,4.0,2.0,3.0,1.0,0.0
The Tale of the Princess Kaguya,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Hobbit: The Battle of the Five Armies,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Nightcrawler,2014,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Dawn of the Planet of the Apes,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Me and My Moulton,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Joanna,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Maps To The Stars,2014,,,,,,1.0,0.0,1.0,0.0,0.0
The LEGO Movie,2014,,,,,,1.0,0.0,0.0,0.0,0.0
Our Curse,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Grand Budapest Hotel,2014,9.0,4.0,2.0,0.0,0.0,4.0,1.0,3.0,1.0,1.0
Into the Woods,2014,3.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
Feast,2014,1.0,1.0,0.0,0.0,0.0,,,,,
Beyond the Lights,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Dam Keeper,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Pride,2014,,,,,,1.0,0.0,1.0,0.0,0.0
American Sniper,2014,5.0,0.0,2.0,0.0,0.0,,,,,
Last Days in Vietnam,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Song of the Sea,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Phone Call,2014,1.0,1.0,0.0,0.0,0.0,,,,,
The Reaper (La Parka),2014,1.0,0.0,0.0,0.0,0.0,,,,,
Whiplash,2014,5.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
White Earth,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Birdman or (The Unexpected Virtue of Ignorance),2014,8.0,4.0,5.0,2.0,1.0,,,,,
"Israel, Ronit Elkabetz, Shlomi Elkabetz",2014,,,,,,1.0,0.0,0.0,0.0,0.0
The Bigger Picture,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Book of Life,2014,,,,,,1.0,0.0,0.0,0.0,0.0
Ida,2014,2.0,1.0,0.0,0.0,0.0,,,,,
Captain America: The Winter Soldier,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Wild Tales,2014,1.0,0.0,0.0,0.0,0.0,,,,,
The Salt of the Earth,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Leviathan,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Selma,2014,2.0,1.0,1.0,0.0,0.0,4.0,1.0,3.0,0.0,0.0
St. Vincent,2014,,,,,,2.0,0.0,2.0,0.0,0.0
"Sweden, Ruben Östlund",2014,,,,,,1.0,0.0,0.0,0.0,0.0
How to Train Your Dragon 2,2014,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Wild,2014,2.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Cake,2014,,,,,,1.0,0.0,1.0,0.0,0.0
"Two Days, One Night",2014,1.0,0.0,1.0,0.0,0.0,,,,,
Still Alice,2014,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
Glen Campbell...I'll Be Me,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Mr. Turner,2014,4.0,0.0,0.0,0.0,0.0,,,,,
"Estonia, Zaza Urushadze",2014,,,,,,1.0,0.0,0.0,0.0,0.0
Gone Girl,2014,1.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0
Parvaneh,2014,1.0,0.0,0.0,0.0,0.0,,,,,
Big Hero 6,2014,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Unbroken,2014,2.0,0.0,0.0,0.0,0.0,,,,,
Tangerines,2014,1.0,0.0,0.0,0.0,0.0,,,,,
A Most Violent Year,2014,,,,,,1.0,0.0,1.0,0.0,0.0
Guardians of the Galaxy,2014,2.0,0.0,0.0,0.0,0.0,,,,,
Inherent Vice,2014,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Boyhood,2014,6.0,1.0,4.0,1.0,0.0,5.0,3.0,4.0,3.0,1.0
Virunga,2014,1.0,0.0,0.0,0.0,0.0,,,,,
"Russia, Andrey Zvyagintsev ",2014,,,,,,1.0,1.0,0.0,0.0,0.0
CitizenFour,2014,1.0,1.0,0.0,0.0,0.0,,,,,
A Single Life,2014,1.0,0.0,0.0,0.0,0.0,,,,,
45 Years,2015,1.0,0.0,1.0,0.0,0.0,,,,,
The Martian,2015,6.0,0.0,2.0,0.0,0.0,3.0,2.0,3.0,2.0,1.0
The Look of Silence,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Trainwreck,2015,,,,,,2.0,0.0,2.0,0.0,0.0
Mad Max: Fury Road,2015,9.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
Embrace of the Serpent,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Infinitely Polar Bear,2015,,,,,,1.0,0.0,1.0,0.0,0.0
Last Day of Freedom,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Sanjay's Super Team,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Love & Mercy,2015,,,,,,2.0,0.0,1.0,0.0,0.0
Room,2015,4.0,1.0,3.0,1.0,0.0,3.0,1.0,2.0,1.0,0.0
Spy,2015,,,,,,2.0,0.0,2.0,0.0,0.0
Shaun the Sheep Movie,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Racing Extinction,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Shok,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Sicario,2015,3.0,0.0,0.0,0.0,0.0,,,,,
Prologue,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Son of Saul,2015,1.0,1.0,0.0,0.0,0.0,,,,,
Spotlight,2015,6.0,2.0,4.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0
A War,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Star Wars: The Force Awakens,2015,4.0,0.0,0.0,0.0,0.0,,,,,
Steve Jobs,2015,2.0,0.0,2.0,0.0,0.0,4.0,2.0,2.0,1.0,0.0
Straight Outta Compton,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Stutterer,2015,1.0,1.0,0.0,0.0,0.0,,,,,
Ave Maria,2015,1.0,0.0,0.0,0.0,0.0,,,,,
Amy,2015,1.0,1.0,0.0,0.0,0.0,,,,,
The Big Short,2015,5.0,1.0,3.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0
The Good Dinosaur,2015,,,,,,1.0,0.0,0.0,0.0,0.0
Anomalisa,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Inside Out,2015,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Fifty Shades of Grey,2015,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
The Lady in the Van,2015,,,,,,1.0,0.0,1.0,0.0,0.0
The Hateful Eight,2015,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
The Peanuts Movie,2015,,,,,,1.0,0.0,0.0,0.0,0.0
Ex Machina,2015,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Everything Will Be Okay (Alles Wird Gut),2015,1.0,0.0,0.0,0.0,0.0,,,,,
Joy,2015,1.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
